Date,Price
27/10/2021,35897
28/10/2021,36252
29/10/2021,35986
01/11/2021,36785
02/11/2021,37629
03/11/2021,37052
04/11/2021,38207
05/11/2021,38118
08/11/2021,39540
09/11/2021,39362
10/11/2021,39717
11/11/2021,39229
12/11/2021,39629
15/11/2021,40695
16/11/2021,39762
17/11/2021,40739
18/11/2021,43582
19/11/2021,43094
22/11/2021,43183
23/11/2021,46204
24/11/2021,47270
25/11/2021,48869
26/11/2021,47536
29/11/2021,49136
30/11/2021,49669
01/12/2021,49047
02/12/2021,47981
03/12/2021,44871
06/12/2021,45315
07/12/2021,46381
08/12/2021,46026
09/12/2021,47803
10/12/2021,47092
13/12/2021,47448
14/12/2021,46826
15/12/2021,45937
16/12/2021,45226
17/12/2021,46648
20/12/2021,47536
21/12/2021,46648
22/12/2021,45404
23/12/2021,43538
24/12/2021,43582
27/12/2021,43671
28/12/2021,43360
29/12/2021,44116
30/12/2021,46737
31/12/2021,46026
04/01/2022,47092
05/01/2022,46914
06/01/2022,46115
07/01/2022,45848
10/01/2022,44027
11/01/2022,42738
12/01/2022,44871
13/01/2022,43405
14/01/2022,43271
17/01/2022,40250
18/01/2022,37585
19/01/2022,40162
20/01/2022,40606
21/01/2022,39584
24/01/2022,36830
25/01/2022,38029
26/01/2022,37718
27/01/2022,38562
28/01/2022,40028
07/02/2022,40739
08/02/2022,40561
09/02/2022,40606
10/02/2022,40073
11/02/2022,40073
14/02/2022,38740
15/02/2022,39273
16/02/2022,39895
17/02/2022,39984
18/02/2022,40162
21/02/2022,40872
22/02/2022,39984
23/02/2022,40250
24/02/2022,39629
25/02/2022,40606
28/02/2022,40606
01/03/2022,40872
02/03/2022,39806
03/03/2022,40428
04/03/2022,41406
07/03/2022,41583
08/03/2022,41761
09/03/2022,41406
10/03/2022,41406
11/03/2022,39984
14/03/2022,38385
15/03/2022,38473
16/03/2022,38918
17/03/2022,38918
18/03/2022,38918
21/03/2022,39362
22/03/2022,39406
23/03/2022,39273
24/03/2022,38918
25/03/2022,38607
28/03/2022,37540
29/03/2022,37896
30/03/2022,37585
31/03/2022,37318
01/04/2022,38118
04/04/2022,39984
05/04/2022,39362
06/04/2022,39629
07/04/2022,39140
08/04/2022,38207
12/04/2022,37141
13/04/2022,37807
14/04/2022,37318
15/04/2022,35541
18/04/2022,33320
19/04/2022,31099
20/04/2022,31276
21/04/2022,32032
22/04/2022,32032
25/04/2022,29810
26/04/2022,30654
27/04/2022,30566
28/04/2022,29766
29/04/2022,29810
04/05/2022,28433
05/05/2022,27545
06/05/2022,25634
09/05/2022,23857
10/05/2022,24790
11/05/2022,24612
12/05/2022,22924
13/05/2022,22924
16/05/2022,24257
17/05/2022,25901
18/05/2022,25456
19/05/2022,25323
20/05/2022,25279
23/05/2022,23546
24/05/2022,24968
25/05/2022,25590
26/05/2022,26167
27/05/2022,26567
30/05/2022,26567
31/05/2022,26345
01/06/2022,26256
02/06/2022,25767
03/06/2022,25990
06/06/2022,25767
07/06/2022,25057
08/06/2022,26034
09/06/2022,25767
10/06/2022,24746
13/06/2022,23057
14/06/2022,21636
15/06/2022,20125
16/06/2022,19681
17/06/2022,18304
20/06/2022,17060
21/06/2022,16260
22/06/2022,17700
23/06/2022,18500
24/06/2022,18600
27/06/2022,19850
28/06/2022,19600
29/06/2022,19750
30/06/2022,18800
01/07/2022,19700
04/07/2022,20200
05/07/2022,19700
06/07/2022,19000
07/07/2022,19100
08/07/2022,20400
11/07/2022,20650
12/07/2022,20900
13/07/2022,20700
14/07/2022,21500
15/07/2022,21100
18/07/2022,20900
19/07/2022,20650
20/07/2022,21300
21/07/2022,21300
22/07/2022,20900
25/07/2022,20450
26/07/2022,20250
27/07/2022,20400
28/07/2022,21150
29/07/2022,21350
01/08/2022,22800
02/08/2022,23200
03/08/2022,23550
04/08/2022,23550
05/08/2022,24800
08/08/2022,24650
09/08/2022,24800
10/08/2022,24550
11/08/2022,24400
12/08/2022,24900
15/08/2022,24750
16/08/2022,24600
17/08/2022,24550
18/08/2022,25100
19/08/2022,25150
22/08/2022,24700
23/08/2022,25400
24/08/2022,25250
25/08/2022,25500
26/08/2022,24800
29/08/2022,24400
30/08/2022,23950
31/08/2022,24000
05/09/2022,23700
06/09/2022,23750
07/09/2022,22550
08/09/2022,22050
09/09/2022,22200
12/09/2022,21850
13/09/2022,21650
14/09/2022,21950
15/09/2022,21650
16/09/2022,21150
19/09/2022,19900
20/09/2022,20700
21/09/2022,20550
22/09/2022,21100
23/09/2022,20650
26/09/2022,19500
27/09/2022,19550
28/09/2022,19750
29/09/2022,19300
30/09/2022,19800
03/10/2022,18450
04/10/2022,17800
05/10/2022,18650
06/10/2022,17400
07/10/2022,16800
10/10/2022,17400
11/10/2022,16200
12/10/2022,17250
13/10/2022,17500
14/10/2022,17900
17/10/2022,18000
18/10/2022,17800
19/10/2022,17650
20/10/2022,17400
21/10/2022,16200
24/10/2022,15100
25/10/2022,15050
26/10/2022,14850
27/10/2022,15850
28/10/2022,15900
31/10/2022,16300
01/11/2022,16950
02/11/2022,16500
03/11/2022,16500
04/11/2022,15350
07/11/2022,14300
08/11/2022,15000
09/11/2022,14900
10/11/2022,13900
11/11/2022,14100
14/11/2022,14250
15/11/2022,13900
16/11/2022,14850
17/11/2022,15800
18/11/2022,16250
21/11/2022,16100
22/11/2022,16350
23/11/2022,15800
24/11/2022,16000
25/11/2022,17100
28/11/2022,18250
29/11/2022,18950
30/11/2022,19250
01/12/2022,18200
02/12/2022,19450
05/12/2022,20800
06/12/2022,19550
07/12/2022,19250
08/12/2022,20550
09/12/2022,20250
12/12/2022,19150
13/12/2022,20400
14/12/2022,20100
15/12/2022,20250
16/12/2022,20500
19/12/2022,20500
20/12/2022,19800
21/12/2022,19300
22/12/2022,19100
23/12/2022,18300
26/12/2022,17050
27/12/2022,18200
28/12/2022,18150
29/12/2022,17600
30/12/2022,17700
03/01/2023,18900
04/01/2023,19000
05/01/2023,19300
06/01/2023,18900
09/01/2023,19000
10/01/2023,18900
11/01/2023,19300
12/01/2023,19300
13/01/2023,19200
16/01/2023,19400
17/01/2023,20400
18/01/2023,20550
19/01/2023,21200
27/01/2023,20950
30/01/2023,21000
31/01/2023,21600
01/02/2023,20150
02/02/2023,20150
03/02/2023,19750
06/02/2023,20000
07/02/2023,19050
08/02/2023,19500
09/02/2023,19350
10/02/2023,19000
13/02/2023,18500
14/02/2023,18900
15/02/2023,19100
16/02/2023,19500
17/02/2023,19450
20/02/2023,20750
21/02/2023,20450
22/02/2023,19300
23/02/2023,19700
24/02/2023,19000
27/02/2023,18250
28/02/2023,18250
01/03/2023,18950
02/03/2023,18650
03/03/2023,18450
06/03/2023,18750
07/03/2023,19400
08/03/2023,19800
09/03/2023,19800
10/03/2023,19800
13/03/2023,19650
14/03/2023,19050
15/03/2023,20350
16/03/2023,20150
17/03/2023,20300
20/03/2023,19500
21/03/2023,20000
22/03/2023,19850
23/03/2023,20350
24/03/2023,20450
27/03/2023,21000
28/03/2023,20800
29/03/2023,21050
30/03/2023,20950
31/03/2023,21500
03/04/2023,22000
04/04/2023,22500
05/04/2023,22500
06/04/2023,21850
07/04/2023,22500
10/04/2023,22400
11/04/2023,22600
12/04/2023,22000
13/04/2023,21750
14/04/2023,21200
17/04/2023,21350
18/04/2023,21600
