Date,Price
09/11/2022,13000
10/11/2022,12100
11/11/2022,12300
14/11/2022,12200
15/11/2022,12500
16/11/2022,13350
17/11/2022,14250
18/11/2022,15100
21/11/2022,14950
22/11/2022,14800
23/11/2022,13800
24/11/2022,14350
25/11/2022,15300
28/11/2022,16350
29/11/2022,17400
30/11/2022,18400
01/12/2022,18200
02/12/2022,19450
05/12/2022,20000
06/12/2022,18600
07/12/2022,18250
08/12/2022,18900
09/12/2022,19200
12/12/2022,18600
13/12/2022,19000
14/12/2022,19200
15/12/2022,19350
16/12/2022,20400
19/12/2022,20000
20/12/2022,19000
21/12/2022,18900
22/12/2022,18900
23/12/2022,18350
26/12/2022,17100
27/12/2022,18250
28/12/2022,18200
29/12/2022,18000
30/12/2022,18000
03/01/2023,19250
04/01/2023,19400
05/01/2023,19800
06/01/2023,19400
09/01/2023,19600
10/01/2023,19800
11/01/2023,20200
12/01/2023,20050
13/01/2023,19950
16/01/2023,20250
17/01/2023,21650
18/01/2023,21700
19/01/2023,21150
27/01/2023,21500
30/01/2023,21750
31/01/2023,22100
01/02/2023,21100
02/02/2023,21300
03/02/2023,21100
06/02/2023,21150
07/02/2023,19750
08/02/2023,20850
09/02/2023,20600
10/02/2023,20500
13/02/2023,20200
14/02/2023,20600
15/02/2023,20800
16/02/2023,21300
17/02/2023,21000
20/02/2023,21900
21/02/2023,21600
22/02/2023,21200
23/02/2023,21500
24/02/2023,20800
27/02/2023,20100
28/02/2023,20000
01/03/2023,20900
02/03/2023,20600
03/03/2023,20350
06/03/2023,20400
07/03/2023,21100
08/03/2023,21200
09/03/2023,21200
10/03/2023,21300
13/03/2023,21100
14/03/2023,20300
15/03/2023,21300
16/03/2023,20850
17/03/2023,20400
20/03/2023,20000
21/03/2023,20450
22/03/2023,20300
23/03/2023,20400
24/03/2023,20400
27/03/2023,20800
28/03/2023,20700
29/03/2023,20800
30/03/2023,20800
31/03/2023,20800
03/04/2023,21000
04/04/2023,21100
05/04/2023,21500
06/04/2023,21500
07/04/2023,21200
10/04/2023,20700
11/04/2023,20800
12/04/2023,20750
13/04/2023,20450
14/04/2023,20650
17/04/2023,20850
18/04/2023,21000
